Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date
QA-Cooler1-5April,Dev Site,Double,0,22.01,573,3/2/2019 16:29
QA-Cooler2-5April,Dev Site,Double,0,22.19,0008-0486,3/2/2019 16:28
Cake Shop,QA-site1,Double,0,20.23,0008-0673,3/2/2019 16:26
Test Cooler 3x,Dev Site,Single,0,22.98,0008-0354,3/2/2019 16:17
QA-Cooler3-5April,Dev Site,Double,2,22.35,80152,3/2/2019 16:07
QA-Cooler1-5April,Dev Site,Double,0,22.21,0008-0549,3/2/2019 16:02
QA-Cooler2-5April,Dev Site,Double,0,22,0008-0509,3/2/2019 16:01
QA-Cooler1-5April,Dev Site,Double,0,22.02,573,3/2/2019 15:59
QA-Cooler2-5April,Dev Site,Double,0,22.17,0008-0486,3/2/2019 15:58
Cake Shop,QA-site1,Double,0,19.98,0008-0673,3/2/2019 15:56
Test Cooler 3x,Dev Site,Single,0,22.92,0008-0354,3/2/2019 15:47
QA-Cooler3-5April,Dev Site,Double,13,22.18,80152,3/2/2019 15:37
QA-Cooler1-5April,Dev Site,Double,4,22.05,0008-0549,3/2/2019 15:32
QA-Cooler2-5April,Dev Site,Double,0,21.89,0008-0509,3/2/2019 15:31
QA-Cooler1-5April,Dev Site,Double,0,21.92,573,3/2/2019 15:29
QA-Cooler2-5April,Dev Site,Double,0,22.05,0008-0486,3/2/2019 15:28
Cake Shop,QA-site1,Double,0,19.76,0008-0673,3/2/2019 15:26
Test Cooler 3x,Dev Site,Single,0,22.57,0008-0354,3/2/2019 15:17
QA-Cooler3-5April,Dev Site,Double,17,21.93,80152,3/2/2019 15:07
QA-Cooler1-5April,Dev Site,Double,7,21.76,0008-0549,3/2/2019 15:02
QA-Cooler2-5April,Dev Site,Double,0,21.85,0008-0509,3/2/2019 15:01
QA-Cooler1-5April,Dev Site,Double,0,21.77,573,3/2/2019 14:59
QA-Cooler2-5April,Dev Site,Double,0,22,0008-0486,3/2/2019 14:58
Cake Shop,QA-site1,Double,0,19.64,0008-0673,3/2/2019 14:56
Test Cooler 3x,Dev Site,Single,0,22.01,0008-0354,3/2/2019 14:47
QA-Cooler3-5April,Dev Site,Double,21,21.97,80152,3/2/2019 14:37
QA-Cooler1-5April,Dev Site,Double,10,21.84,0008-0549,3/2/2019 14:32
QA-Cooler2-5April,Dev Site,Double,0,21.92,0008-0509,3/2/2019 14:31
QA-Cooler1-5April,Dev Site,Double,0,21.86,573,3/2/2019 14:29
QA-Cooler2-5April,Dev Site,Double,0,22.08,0008-0486,3/2/2019 14:28
Cake Shop,QA-site1,Double,0,19.64,0008-0673,3/2/2019 14:26
Test Cooler 3x,Dev Site,Single,0,21.32,0008-0354,3/2/2019 14:17
QA-Cooler3-5April,Dev Site,Double,24,21.96,80152,3/2/2019 14:07
QA-Cooler1-5April,Dev Site,Double,12,21.87,0008-0549,3/2/2019 14:02
QA-Cooler2-5April,Dev Site,Double,0,22,0008-0509,3/2/2019 14:01
QA-Cooler1-5April,Dev Site,Double,0,21.9,573,3/2/2019 13:59
QA-Cooler2-5April,Dev Site,Double,0,22.16,0008-0486,3/2/2019 13:58
Cake Shop,QA-site1,Double,0,19.78,0008-0673,3/2/2019 13:56
Test Cooler 3x,Dev Site,Single,0,20.69,0008-0354,3/2/2019 13:47
QA-Cooler3-5April,Dev Site,Double,26,22.13,80152,3/2/2019 13:37
QA-Cooler1-5April,Dev Site,Double,12,22.11,0008-0549,3/2/2019 13:32
QA-Cooler2-5April,Dev Site,Double,0,22.11,0008-0509,3/2/2019 13:31
QA-Cooler1-5April,Dev Site,Double,0,22.08,573,3/2/2019 13:29
QA-Cooler2-5April,Dev Site,Double,0,22.28,0008-0486,3/2/2019 13:28
Cake Shop,QA-site1,Double,0,20.2,0008-0673,3/2/2019 13:26
Test Cooler 3x,Dev Site,Single,0,20.14,0008-0354,3/2/2019 13:17
QA-Cooler3-5April,Dev Site,Double,25,22.25,80152,3/2/2019 13:07
QA-Cooler1-5April,Dev Site,Double,11,22.12,0008-0549,3/2/2019 13:02
QA-Cooler2-5April,Dev Site,Double,0,22.11,0008-0509,3/2/2019 13:01
QA-Cooler1-5April,Dev Site,Double,0,22.07,573,3/2/2019 12:59
QA-Cooler2-5April,Dev Site,Double,0,22.3,0008-0486,3/2/2019 12:58
Cake Shop,QA-site1,Double,0,20.87,0008-0673,3/2/2019 12:56
Test Cooler 3x,Dev Site,Single,0,20,0008-0354,3/2/2019 12:47
QA-Cooler3-5April,Dev Site,Double,24,22.35,80152,3/2/2019 12:37
QA-Cooler1-5April,Dev Site,Double,11,22.27,0008-0549,3/2/2019 12:32
QA-Cooler2-5April,Dev Site,Double,0,22.17,0008-0509,3/2/2019 12:31
QA-Cooler1-5April,Dev Site,Double,0,22.16,573,3/2/2019 12:29
QA-Cooler2-5April,Dev Site,Double,0,22.34,0008-0486,3/2/2019 12:28
Cake Shop,QA-site1,Double,0,21.23,0008-0673,3/2/2019 12:26
Test Cooler 3x,Dev Site,Single,0,19.92,0008-0354,3/2/2019 12:17
QA-Cooler3-5April,Dev Site,Double,25,22.38,80152,3/2/2019 12:07
QA-Cooler1-5April,Dev Site,Double,11,22.23,0008-0549,3/2/2019 12:03
QA-Cooler2-5April,Dev Site,Double,0,22.07,0008-0509,3/2/2019 12:01
QA-Cooler1-5April,Dev Site,Double,0,22.07,573,3/2/2019 11:59
QA-Cooler2-5April,Dev Site,Double,0,22.24,0008-0486,3/2/2019 11:58
Cake Shop,QA-site1,Double,0,21.23,0008-0673,3/2/2019 11:56
Test Cooler 3x,Dev Site,Single,0,19.84,0008-0354,3/2/2019 11:47
QA-Cooler3-5April,Dev Site,Double,26,22.4,80152,3/2/2019 11:37
QA-Cooler1-5April,Dev Site,Double,12,22.3,0008-0549,3/2/2019 11:32
QA-Cooler2-5April,Dev Site,Double,0,22.04,0008-0509,3/2/2019 11:31
QA-Cooler1-5April,Dev Site,Double,0,22.07,573,3/2/2019 11:29
QA-Cooler2-5April,Dev Site,Double,0,22.22,0008-0486,3/2/2019 11:28
Cake Shop,QA-site1,Double,0,21.23,0008-0673,3/2/2019 11:26
QA-Cooler3-5April,Dev Site,Double,26,22.27,80152,3/2/2019 11:07
QA-Cooler1-5April,Dev Site,Double,12,22.16,0008-0549,3/2/2019 11:02
QA-Cooler2-5April,Dev Site,Double,0,21.87,0008-0509,3/2/2019 11:01
QA-Cooler1-5April,Dev Site,Double,0,21.9,573,3/2/2019 10:59
QA-Cooler2-5April,Dev Site,Double,0,22.05,0008-0486,3/2/2019 10:58
Cake Shop,QA-site1,Double,0,21.21,0008-0673,3/2/2019 10:56
Test Cooler 3x,Dev Site,Single,0,19.74,0008-0354,3/2/2019 10:47
QA-Cooler3-5April,Dev Site,Double,24,22.12,80152,3/2/2019 10:37
QA-Cooler1-5April,Dev Site,Double,11,22.02,0008-0549,3/2/2019 10:33
QA-Cooler2-5April,Dev Site,Double,0,21.66,0008-0509,3/2/2019 10:31
QA-Cooler1-5April,Dev Site,Double,0,21.71,573,3/2/2019 10:29
QA-Cooler2-5April,Dev Site,Double,0,21.85,0008-0486,3/2/2019 10:28
Cake Shop,QA-site1,Double,0,21.13,0008-0673,3/2/2019 10:26
Test Cooler 3x,Dev Site,Single,0,19.72,0008-0354,3/2/2019 10:17
Cake Shop,QA-site1,Double,0,21.13,0008-0673,3/2/2019 9:56
Test Cooler 3x,Dev Site,Single,0,19.74,0008-0354,3/2/2019 9:47
QA-Cooler3-5April,Dev Site,Double,19,21.59,80152,3/2/2019 9:37
QA-Cooler1-5April,Dev Site,Double,7,21.45,0008-0549,3/2/2019 9:32
QA-Cooler2-5April,Dev Site,Double,0,21.18,0008-0509,3/2/2019 9:31
QA-Cooler1-5April,Dev Site,Double,0,21.2,573,3/2/2019 9:29
QA-Cooler2-5April,Dev Site,Double,0,21.4,0008-0486,3/2/2019 9:28
Cake Shop,QA-site1,Double,0,21.13,0008-0673,3/2/2019 9:26
Test Cooler 3x,Dev Site,Single,0,19.77,0008-0354,3/2/2019 9:17
Cake Shop,QA-site1,Double,0,21.15,0008-0673,3/2/2019 8:56
Test Cooler 3x,Dev Site,Single,0,19.82,0008-0354,3/2/2019 8:47
QA-Cooler3-5April,Dev Site,Double,11,20.98,80152,3/2/2019 8:37
QA-Cooler1-5April,Dev Site,Double,1,20.78,0008-0549,3/2/2019 8:33
QA-Cooler2-5April,Dev Site,Double,0,20.59,0008-0509,3/2/2019 8:31
QA-Cooler1-5April,Dev Site,Double,0,20.58,573,3/2/2019 8:29
QA-Cooler2-5April,Dev Site,Double,0,20.76,0008-0486,3/2/2019 8:28
Cake Shop,QA-site1,Double,0,21.15,0008-0673,3/2/2019 8:26
Test Cooler 3x,Dev Site,Single,0,19.9,0008-0354,3/2/2019 8:17
Cake Shop,QA-site1,Double,0,20.97,0008-0673,3/2/2019 7:56
Cake Shop,QA-site1,Double,0,20.9,0008-0673,3/2/2019 7:26
Test Cooler 3x,Dev Site,Single,0,20.08,0008-0354,3/2/2019 7:17
QA-Cooler3-5April,Dev Site,Double,0,20.31,80152,3/2/2019 7:07
QA-Cooler1-5April,Dev Site,Double,0,19.98,0008-0549,3/2/2019 7:03
QA-Cooler2-5April,Dev Site,Double,0,20.45,0008-0509,3/2/2019 7:01
QA-Cooler1-5April,Dev Site,Double,0,20.17,573,3/2/2019 6:59
QA-Cooler2-5April,Dev Site,Double,0,20.57,0008-0486,3/2/2019 6:58
Cake Shop,QA-site1,Double,0,20.9,0008-0673,3/2/2019 6:56
Test Cooler 3x,Dev Site,Single,0,20.15,0008-0354,3/2/2019 6:47
QA-Cooler3-5April,Dev Site,Double,0,20.29,80152,3/2/2019 6:37
QA-Cooler1-5April,Dev Site,Double,0,20.03,0008-0549,3/2/2019 6:33
QA-Cooler2-5April,Dev Site,Double,0,20.58,0008-0509,3/2/2019 6:31
QA-Cooler1-5April,Dev Site,Double,0,20.3,573,3/2/2019 6:29
QA-Cooler2-5April,Dev Site,Double,0,20.67,0008-0486,3/2/2019 6:28
Cake Shop,QA-site1,Double,0,20.88,0008-0673,3/2/2019 6:26
Test Cooler 3x,Dev Site,Single,0,20.26,0008-0354,3/2/2019 6:17
QA-Cooler3-5April,Dev Site,Double,0,20.53,80152,3/2/2019 6:07
QA-Cooler1-5April,Dev Site,Double,0,20.21,0008-0549,3/2/2019 6:03
QA-Cooler2-5April,Dev Site,Double,0,20.73,0008-0509,3/2/2019 6:01
QA-Cooler1-5April,Dev Site,Double,0,20.38,573,3/2/2019 5:59
QA-Cooler2-5April,Dev Site,Double,0,20.77,0008-0486,3/2/2019 5:58
Cake Shop,QA-site1,Double,0,20.87,0008-0673,3/2/2019 5:56
Test Cooler 3x,Dev Site,Single,0,20.35,0008-0354,3/2/2019 5:47
QA-Cooler3-5April,Dev Site,Double,0,20.65,80152,3/2/2019 5:37
QA-Cooler1-5April,Dev Site,Double,0,20.28,0008-0549,3/2/2019 5:33
QA-Cooler2-5April,Dev Site,Double,0,20.94,0008-0509,3/2/2019 5:31
QA-Cooler1-5April,Dev Site,Double,0,20.52,573,3/2/2019 5:29
QA-Cooler2-5April,Dev Site,Double,0,20.99,0008-0486,3/2/2019 5:28
Cake Shop,QA-site1,Double,0,20.85,0008-0673,3/2/2019 5:26
Test Cooler 3x,Dev Site,Single,0,20.44,0008-0354,3/2/2019 5:17
QA-Cooler3-5April,Dev Site,Double,0,20.93,80152,3/2/2019 5:07
QA-Cooler1-5April,Dev Site,Double,0,20.92,0008-0549,3/2/2019 5:03
QA-Cooler2-5April,Dev Site,Double,0,21.35,0008-0509,3/2/2019 5:01
QA-Cooler1-5April,Dev Site,Double,0,21.13,573,3/2/2019 4:59
QA-Cooler2-5April,Dev Site,Double,0,21.43,0008-0486,3/2/2019 4:58
Cake Shop,QA-site1,Double,0,20.84,0008-0673,3/2/2019 4:56
Test Cooler 3x,Dev Site,Single,0,20.53,0008-0354,3/2/2019 4:47
QA-Cooler3-5April,Dev Site,Double,0,21.51,80152,3/2/2019 4:37
QA-Cooler1-5April,Dev Site,Double,0,21.26,0008-0549,3/2/2019 4:33
QA-Cooler2-5April,Dev Site,Double,0,21.48,0008-0509,3/2/2019 4:31
QA-Cooler1-5April,Dev Site,Double,0,21.3,573,3/2/2019 4:29
QA-Cooler2-5April,Dev Site,Double,0,21.58,0008-0486,3/2/2019 4:28
Cake Shop,QA-site1,Double,0,20.82,0008-0673,3/2/2019 4:26
Test Cooler 3x,Dev Site,Single,0,20.61,0008-0354,3/2/2019 4:17
QA-Cooler3-5April,Dev Site,Double,0,21.59,80152,3/2/2019 4:07
QA-Cooler1-5April,Dev Site,Double,0,21.38,0008-0549,3/2/2019 4:03
QA-Cooler2-5April,Dev Site,Double,0,21.57,0008-0509,3/2/2019 4:01
QA-Cooler1-5April,Dev Site,Double,0,21.4,573,3/2/2019 3:59
QA-Cooler2-5April,Dev Site,Double,0,21.7,0008-0486,3/2/2019 3:58
Cake Shop,QA-site1,Double,0,20.81,0008-0673,3/2/2019 3:56
Test Cooler 3x,Dev Site,Single,0,20.72,0008-0354,3/2/2019 3:47
QA-Cooler3-5April,Dev Site,Double,0,21.72,80152,3/2/2019 3:37
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,3/2/2019 3:33
QA-Cooler2-5April,Dev Site,Double,0,21.74,0008-0509,3/2/2019 3:31
QA-Cooler1-5April,Dev Site,Double,0,21.59,573,3/2/2019 3:29
QA-Cooler2-5April,Dev Site,Double,0,21.85,0008-0486,3/2/2019 3:28
Cake Shop,QA-site1,Double,0,20.79,0008-0673,3/2/2019 3:26
Test Cooler 3x,Dev Site,Single,0,20.84,0008-0354,3/2/2019 3:17
QA-Cooler3-5April,Dev Site,Double,0,21.9,80152,3/2/2019 3:07
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,3/2/2019 3:03
QA-Cooler2-5April,Dev Site,Double,0,21.85,0008-0509,3/2/2019 3:01
QA-Cooler1-5April,Dev Site,Double,0,21.62,573,3/2/2019 2:59
QA-Cooler2-5April,Dev Site,Double,0,21.95,0008-0486,3/2/2019 2:58
Cake Shop,QA-site1,Double,0,20.76,0008-0673,3/2/2019 2:56
Test Cooler 3x,Dev Site,Single,0,20.96,0008-0354,3/2/2019 2:47
QA-Cooler3-5April,Dev Site,Double,0,22.2,80152,3/2/2019 2:37
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,3/2/2019 2:33
QA-Cooler2-5April,Dev Site,Double,0,21.92,0008-0509,3/2/2019 2:31
QA-Cooler1-5April,Dev Site,Double,0,21.87,573,3/2/2019 2:29
QA-Cooler2-5April,Dev Site,Double,0,22.1,0008-0486,3/2/2019 2:28
Cake Shop,QA-site1,Double,0,20.73,0008-0673,3/2/2019 2:26
Test Cooler 3x,Dev Site,Single,0,21.07,0008-0354,3/2/2019 2:17
QA-Cooler3-5April,Dev Site,Double,0,22.12,80152,3/2/2019 2:07
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,3/2/2019 2:03
QA-Cooler2-5April,Dev Site,Double,0,21.95,0008-0509,3/2/2019 2:01
QA-Cooler1-5April,Dev Site,Double,0,21.86,573,3/2/2019 1:59
QA-Cooler2-5April,Dev Site,Double,0,22.09,0008-0486,3/2/2019 1:58
Cake Shop,QA-site1,Double,0,20.69,0008-0673,3/2/2019 1:56
Test Cooler 3x,Dev Site,Single,0,21.21,0008-0354,3/2/2019 1:47
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,3/2/2019 1:37
QA-Cooler1-5April,Dev Site,Double,0,22.05,0008-0549,3/2/2019 1:33
QA-Cooler2-5April,Dev Site,Double,0,22.01,0008-0509,3/2/2019 1:31
QA-Cooler1-5April,Dev Site,Double,0,21.95,573,3/2/2019 1:29
QA-Cooler2-5April,Dev Site,Double,0,22.15,0008-0486,3/2/2019 1:28
Cake Shop,QA-site1,Double,0,20.65,0008-0673,3/2/2019 1:26
Test Cooler 3x,Dev Site,Single,0,21.35,0008-0354,3/2/2019 1:17
QA-Cooler3-5April,Dev Site,Double,0,22.25,80152,3/2/2019 1:07
QA-Cooler1-5April,Dev Site,Double,0,22.11,0008-0549,3/2/2019 1:03
QA-Cooler2-5April,Dev Site,Double,0,22.04,0008-0509,3/2/2019 1:01
QA-Cooler1-5April,Dev Site,Double,0,22,573,3/2/2019 0:59
QA-Cooler2-5April,Dev Site,Double,0,22.2,0008-0486,3/2/2019 0:58
Cake Shop,QA-site1,Double,0,20.61,0008-0673,3/2/2019 0:56
Test Cooler 3x,Dev Site,Single,0,21.49,0008-0354,3/2/2019 0:47
QA-Cooler3-5April,Dev Site,Double,0,22.32,80152,3/2/2019 0:37
QA-Cooler1-5April,Dev Site,Double,0,22.16,0008-0549,3/2/2019 0:33
QA-Cooler2-5April,Dev Site,Double,0,22.04,0008-0509,3/2/2019 0:31
QA-Cooler1-5April,Dev Site,Double,0,22.01,573,3/2/2019 0:29
QA-Cooler2-5April,Dev Site,Double,0,22.19,0008-0486,3/2/2019 0:28
Cake Shop,QA-site1,Double,0,20.55,0008-0673,3/2/2019 0:26
Test Cooler 3x,Dev Site,Single,0,21.63,0008-0354,3/2/2019 0:17
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,3/2/2019 0:07
QA-Cooler1-5April,Dev Site,Double,0,22.17,0008-0549,3/2/2019 0:03
QA-Cooler2-5April,Dev Site,Double,0,22.11,0008-0509,3/2/2019 0:01
QA-Cooler1-5April,Dev Site,Double,0,22.02,573,3/1/2019 23:59
QA-Cooler2-5April,Dev Site,Double,0,22.25,0008-0486,3/1/2019 23:58
Cake Shop,QA-site1,Double,0,20.5,0008-0673,3/1/2019 23:56
Test Cooler 3x,Dev Site,Single,0,21.79,0008-0354,3/1/2019 23:47
QA-Cooler3-5April,Dev Site,Double,0,22.36,80152,3/1/2019 23:37
QA-Cooler1-5April,Dev Site,Double,0,22.2,0008-0549,3/1/2019 23:33
QA-Cooler2-5April,Dev Site,Double,0,22.12,0008-0509,3/1/2019 23:31
QA-Cooler1-5April,Dev Site,Double,0,22.05,573,3/1/2019 23:29
QA-Cooler2-5April,Dev Site,Double,0,22.28,0008-0486,3/1/2019 23:28
Cake Shop,QA-site1,Double,0,20.4,0008-0673,3/1/2019 23:26
Test Cooler 3x,Dev Site,Single,0,21.94,0008-0354,3/1/2019 23:17
QA-Cooler3-5April,Dev Site,Double,0,22.36,80152,3/1/2019 23:07
QA-Cooler1-5April,Dev Site,Double,0,22.23,0008-0549,3/1/2019 23:03
QA-Cooler2-5April,Dev Site,Double,0,22.12,0008-0509,3/1/2019 23:01
QA-Cooler1-5April,Dev Site,Double,0,22.08,573,3/1/2019 22:59
QA-Cooler2-5April,Dev Site,Double,0,22.28,0008-0486,3/1/2019 22:58
Cake Shop,QA-site1,Double,0,20.3,0008-0673,3/1/2019 22:56
Test Cooler 3x,Dev Site,Single,0,22.12,0008-0354,3/1/2019 22:47
QA-Cooler3-5April,Dev Site,Double,0,22.4,80152,3/1/2019 22:37
QA-Cooler1-5April,Dev Site,Double,0,22.3,0008-0549,3/1/2019 22:33
QA-Cooler2-5April,Dev Site,Double,0,22.17,0008-0509,3/1/2019 22:31
QA-Cooler1-5April,Dev Site,Double,0,22.14,573,3/1/2019 22:29
QA-Cooler2-5April,Dev Site,Double,0,22.32,0008-0486,3/1/2019 22:28
Cake Shop,QA-site1,Double,0,20.21,0008-0673,3/1/2019 22:26
Test Cooler 3x,Dev Site,Single,0,22.27,0008-0354,3/1/2019 22:17
QA-Cooler3-5April,Dev Site,Double,0,22.38,80152,3/1/2019 22:07
QA-Cooler1-5April,Dev Site,Double,0,22.28,0008-0549,3/1/2019 22:03
QA-Cooler2-5April,Dev Site,Double,0,22.14,0008-0509,3/1/2019 22:01
QA-Cooler1-5April,Dev Site,Double,0,22.12,573,3/1/2019 21:59
QA-Cooler2-5April,Dev Site,Double,0,22.32,0008-0486,3/1/2019 21:58
Cake Shop,QA-site1,Double,0,20.1,0008-0673,3/1/2019 21:56
Test Cooler 3x,Dev Site,Single,0,22.33,0008-0354,3/1/2019 21:47
QA-Cooler3-5April,Dev Site,Double,0,22.35,80152,3/1/2019 21:37
QA-Cooler1-5April,Dev Site,Double,0,22.2,0008-0549,3/1/2019 21:33
QA-Cooler2-5April,Dev Site,Double,0,22.11,0008-0509,3/1/2019 21:31
QA-Cooler1-5April,Dev Site,Double,0,22.07,573,3/1/2019 21:29
QA-Cooler2-5April,Dev Site,Double,0,22.27,0008-0486,3/1/2019 21:28
Cake Shop,QA-site1,Double,0,20.03,0008-0673,3/1/2019 21:26
Test Cooler 3x,Dev Site,Single,0,22.42,0008-0354,3/1/2019 21:17
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,3/1/2019 21:07
QA-Cooler1-5April,Dev Site,Double,0,22.17,0008-0549,3/1/2019 21:03
QA-Cooler2-5April,Dev Site,Double,0,22.16,0008-0509,3/1/2019 21:01
QA-Cooler1-5April,Dev Site,Double,0,22.11,573,3/1/2019 20:59
QA-Cooler2-5April,Dev Site,Double,0,22.31,0008-0486,3/1/2019 20:58
Cake Shop,QA-site1,Double,0,20.1,0008-0673,3/1/2019 20:56
Test Cooler 3x,Dev Site,Single,0,22.52,0008-0354,3/1/2019 20:47
QA-Cooler3-5April,Dev Site,Double,0,22.38,80152,3/1/2019 20:38
QA-Cooler1-5April,Dev Site,Double,0,22.25,0008-0549,3/1/2019 20:33
QA-Cooler2-5April,Dev Site,Double,0,22.17,0008-0509,3/1/2019 20:31
QA-Cooler1-5April,Dev Site,Double,0,22.12,573,3/1/2019 20:29
QA-Cooler2-5April,Dev Site,Double,0,22.32,0008-0486,3/1/2019 20:28
Cake Shop,QA-site1,Double,0,20.18,0008-0673,3/1/2019 20:26
Test Cooler 3x,Dev Site,Single,0,22.53,0008-0354,3/1/2019 20:17
QA-Cooler3-5April,Dev Site,Double,0,22.36,80152,3/1/2019 20:08
QA-Cooler1-5April,Dev Site,Double,0,22.21,0008-0549,3/1/2019 20:03
QA-Cooler2-5April,Dev Site,Double,0,22.2,0008-0509,3/1/2019 20:01
QA-Cooler1-5April,Dev Site,Double,0,22.16,573,3/1/2019 19:59
QA-Cooler2-5April,Dev Site,Double,0,22.35,0008-0486,3/1/2019 19:58
Cake Shop,QA-site1,Double,0,20.3,0008-0673,3/1/2019 19:56
Test Cooler 3x,Dev Site,Single,0,22.6,0008-0354,3/1/2019 19:47
Cake Shop,QA-site1,Double,0,20.38,0008-0673,3/1/2019 19:26
Test Cooler 3x,Dev Site,Single,0,22.6,0008-0354,3/1/2019 19:17
QA-Cooler3-5April,Dev Site,Double,0,22.39,80152,3/1/2019 19:08
QA-Cooler1-5April,Dev Site,Double,0,22.25,0008-0549,3/1/2019 19:03
QA-Cooler2-5April,Dev Site,Double,0,22.24,0008-0509,3/1/2019 19:01
QA-Cooler1-5April,Dev Site,Double,0,22.16,573,3/1/2019 18:59
QA-Cooler2-5April,Dev Site,Double,0,22.4,0008-0486,3/1/2019 18:58
Cake Shop,QA-site1,Double,0,20.5,0008-0673,3/1/2019 18:56
QA-Cooler3-5April,Dev Site,Double,0,22.51,80152,3/1/2019 18:38
QA-Cooler1-5April,Dev Site,Double,0,22.35,0008-0549,3/1/2019 18:33
QA-Cooler2-5April,Dev Site,Double,0,22.29,0008-0509,3/1/2019 18:31
QA-Cooler1-5April,Dev Site,Double,0,22.26,573,3/1/2019 18:29
QA-Cooler2-5April,Dev Site,Double,0,22.47,0008-0486,3/1/2019 18:28
Cake Shop,QA-site1,Double,0,20.62,0008-0673,3/1/2019 18:26
Test Cooler 3x,Dev Site,Single,0,22.61,0008-0354,3/1/2019 18:17
QA-Cooler3-5April,Dev Site,Double,0,22.51,80152,3/1/2019 18:08
QA-Cooler1-5April,Dev Site,Double,0,22.36,0008-0549,3/1/2019 18:03
QA-Cooler2-5April,Dev Site,Double,0,22.32,0008-0509,3/1/2019 18:01
QA-Cooler1-5April,Dev Site,Double,0,22.29,573,3/1/2019 17:59
QA-Cooler2-5April,Dev Site,Double,0,22.48,0008-0486,3/1/2019 17:58
Cake Shop,QA-site1,Double,0,20.73,0008-0673,3/1/2019 17:56
Test Cooler 3x,Dev Site,Single,0,22.47,0008-0354,3/1/2019 17:47
Cake Shop,QA-site1,Double,0,20.79,0008-0673,3/1/2019 17:26
Test Cooler 3x,Dev Site,Single,0,22.19,0008-0354,3/1/2019 17:17
QA-Cooler3-5April,Dev Site,Double,0,22.69,80152,3/1/2019 17:08
QA-Cooler1-5April,Dev Site,Double,0,22.56,0008-0549,3/1/2019 17:03
QA-Cooler2-5April,Dev Site,Double,0,22.51,0008-0509,3/1/2019 17:01
QA-Cooler1-5April,Dev Site,Double,0,22.51,573,3/1/2019 16:59
QA-Cooler2-5April,Dev Site,Double,0,22.66,0008-0486,3/1/2019 16:58
Cake Shop,QA-site1,Double,0,20.85,0008-0673,3/1/2019 16:56
Test Cooler 3x,Dev Site,Single,0,21.87,0008-0354,3/1/2019 16:47
QA-Cooler3-5April,Dev Site,Double,12,22.76,80152,3/1/2019 16:38
QA-Cooler1-5April,Dev Site,Double,3,22.61,0008-0549,3/1/2019 16:33
QA-Cooler2-5April,Dev Site,Double,0,22.55,0008-0509,3/1/2019 16:31
QA-Cooler1-5April,Dev Site,Double,0,22.53,573,3/1/2019 16:29
QA-Cooler2-5April,Dev Site,Double,0,22.71,0008-0486,3/1/2019 16:28
Cake Shop,QA-site1,Double,0,20.85,0008-0673,3/1/2019 16:26
Test Cooler 3x,Dev Site,Single,0,21.51,0008-0354,3/1/2019 16:17
QA-Cooler3-5April,Dev Site,Double,15,22.77,80152,3/1/2019 16:08
QA-Cooler1-5April,Dev Site,Double,6,22.66,0008-0549,3/1/2019 16:03
QA-Cooler2-5April,Dev Site,Double,0,22.6,0008-0509,3/1/2019 16:01
QA-Cooler1-5April,Dev Site,Double,0,22.58,573,3/1/2019 15:59
QA-Cooler2-5April,Dev Site,Double,0,22.78,0008-0486,3/1/2019 15:58
Cake Shop,QA-site1,Double,0,20.81,0008-0673,3/1/2019 15:56
Test Cooler 3x,Dev Site,Single,0,21.06,0008-0354,3/1/2019 15:47
QA-Cooler3-5April,Dev Site,Double,27,22.93,80152,3/1/2019 15:38
QA-Cooler1-5April,Dev Site,Double,14,22.81,0008-0549,3/1/2019 15:33
QA-Cooler2-5April,Dev Site,Double,0,22.65,0008-0509,3/1/2019 15:31
QA-Cooler1-5April,Dev Site,Double,0,22.68,573,3/1/2019 15:29
QA-Cooler2-5April,Dev Site,Double,0,22.81,0008-0486,3/1/2019 15:28
Cake Shop,QA-site1,Double,0,20.77,0008-0673,3/1/2019 15:26
Test Cooler 3x,Dev Site,Single,0,20.63,0008-0354,3/1/2019 15:17
QA-Cooler3-5April,Dev Site,Double,30,22.84,80152,3/1/2019 15:08
QA-Cooler1-5April,Dev Site,Double,7,22.69,0008-0549,3/1/2019 15:03
QA-Cooler2-5April,Dev Site,Double,0,22.54,0008-0509,3/1/2019 15:01
QA-Cooler1-5April,Dev Site,Double,0,22.58,573,3/1/2019 14:59
QA-Cooler2-5April,Dev Site,Double,0,22.69,0008-0486,3/1/2019 14:58
Cake Shop,QA-site1,Double,0,20.75,0008-0673,3/1/2019 14:56
Test Cooler 3x,Dev Site,Single,0,20.35,0008-0354,3/1/2019 14:47
QA-Cooler3-5April,Dev Site,Double,20,22.69,80152,3/1/2019 14:38
QA-Cooler1-5April,Dev Site,Double,9,22.54,0008-0549,3/1/2019 14:33
QA-Cooler2-5April,Dev Site,Double,0,22.45,0008-0509,3/1/2019 14:31
QA-Cooler1-5April,Dev Site,Double,0,22.46,573,3/1/2019 14:29
