Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,4/26/2019 9:56:58 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/26/2019 9:55:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.32,0573,4/26/2019 9:53:17 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.72,0008-0486,4/26/2019 9:52:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.66,80152,4/26/2019 9:29:05 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 9:26:58 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/26/2019 9:25:27 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.45,0573,4/26/2019 9:23:17 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.52,0008-0486,4/26/2019 9:22:37 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.68,80152,4/26/2019 8:59:05 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 8:56:58 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/26/2019 8:55:27 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.38,0573,4/26/2019 8:53:17 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/26/2019 8:52:37 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.57,80152,4/26/2019 8:29:05 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.66,0008-0549,4/26/2019 8:26:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.4,0008-0509,4/26/2019 8:25:27 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0573,4/26/2019 8:23:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.93,0008-0486,4/26/2019 8:22:37 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.69,80152,4/26/2019 7:59:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 7:56:58 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,4/26/2019 7:55:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.28,0573,4/26/2019 7:53:17 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.12,0008-0486,4/26/2019 7:52:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.69,80152,4/26/2019 7:29:05 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,4/26/2019 7:26:58 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.72,0008-0509,4/26/2019 7:25:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.17,0573,4/26/2019 7:23:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.26,0008-0486,4/26/2019 7:22:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.9,80152,4/26/2019 6:59:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.76,0008-0549,4/26/2019 6:56:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.99,0008-0509,4/26/2019 6:55:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.48,0573,4/26/2019 6:53:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.19,0008-0486,4/26/2019 6:52:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/26/2019 6:29:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/26/2019 6:26:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/26/2019 6:25:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.52,0573,4/26/2019 6:23:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0486,4/26/2019 6:22:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/26/2019 5:59:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.86,0008-0549,4/26/2019 5:56:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/26/2019 5:55:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0573,4/26/2019 5:53:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.81,0008-0486,4/26/2019 5:52:39 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.99,80152,4/26/2019 5:29:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.9,0008-0549,4/26/2019 5:26:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.76,0008-0509,4/26/2019 5:25:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0573,4/26/2019 5:23:19 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/26/2019 5:22:39 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.09,80152,4/26/2019 4:59:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.06,0008-0549,4/26/2019 4:56:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/26/2019 4:55:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/26/2019 4:53:19 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.64,0008-0486,4/26/2019 4:52:39 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.2,80152,4/26/2019 4:29:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.17,0008-0549,4/26/2019 4:27:00 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,4/26/2019 4:25:28 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0573,4/26/2019 4:23:18 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.72,0008-0486,4/26/2019 4:22:39 PM,
QA-Cooler3-5April,Dev Site,Double,1,22.39,80152,4/26/2019 3:59:06 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.28,0008-0549,4/26/2019 3:56:59 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.59,0008-0509,4/26/2019 3:55:29 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0573,4/26/2019 3:53:19 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.04,0008-0486,4/26/2019 3:52:39 PM,
QA-Cooler3-5April,Dev Site,Double,2,22.32,80152,4/26/2019 3:29:07 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.24,0008-0549,4/26/2019 3:27:00 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/26/2019 3:25:29 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.96,0573,4/26/2019 3:23:20 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.3,0008-0486,4/26/2019 3:22:39 PM,
QA-Cooler3-5April,Dev Site,Double,5,22.32,80152,4/26/2019 2:59:07 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.21,0008-0549,4/26/2019 2:57:00 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/26/2019 2:55:29 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.9,0573,4/26/2019 2:53:19 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.52,0008-0486,4/26/2019 2:52:39 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.27,0008-0486,4/26/2019 2:22:39 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.14,0008-0486,4/26/2019 1:52:39 PM,
QA-Cooler3-5April,Dev Site,Double,24,22.39,80152,4/26/2019 1:29:07 PM,
QA-Cooler1-5April,Dev Site,Double,11,22.28,0008-0549,4/26/2019 1:27:01 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.14,0008-0509,4/26/2019 1:25:30 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0573,4/26/2019 1:23:20 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.89,0008-0486,4/26/2019 1:22:39 PM,
QA-Cooler3-5April,Dev Site,Double,25,22.3,80152,4/26/2019 12:59:07 PM,
QA-Cooler1-5April,Dev Site,Double,11,22.23,0008-0549,4/26/2019 12:57:00 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.26,0008-0509,4/26/2019 12:55:29 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0573,4/26/2019 12:53:20 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.23,0008-0486,4/26/2019 12:52:39 PM,
QA-Cooler3-5April,Dev Site,Double,25,22.28,80152,4/26/2019 12:29:08 PM,
QA-Cooler1-5April,Dev Site,Double,12,22.23,0008-0549,4/26/2019 12:27:00 PM,
QA-Cooler2-5April,Dev Site,Double,7,8.7,0008-0509,4/26/2019 12:25:30 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.05,0573,4/26/2019 12:23:20 PM,
QA-Cooler2-5April,Dev Site,Double,8,7.7,0008-0486,4/26/2019 12:22:39 PM,
QA-Cooler3-5April,Dev Site,Double,26,22.24,80152,4/26/2019 11:59:07 AM,
QA-Cooler1-5April,Dev Site,Double,12,22.06,0008-0549,4/26/2019 11:57:01 AM,
QA-Cooler2-5April,Dev Site,Double,7,7.78,0008-0509,4/26/2019 11:55:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.62,0573,4/26/2019 11:53:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.47,0008-0486,4/26/2019 11:52:39 AM,
QA-Cooler3-5April,Dev Site,Double,26,22.09,80152,4/26/2019 11:29:08 AM,
QA-Cooler1-5April,Dev Site,Double,12,21.9,0008-0549,4/26/2019 11:27:00 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.68,0008-0509,4/26/2019 11:25:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.59,0573,4/26/2019 11:23:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.58,0008-0486,4/26/2019 11:22:39 AM,
QA-Cooler3-5April,Dev Site,Double,26,21.82,80152,4/26/2019 10:59:08 AM,
QA-Cooler1-5April,Dev Site,Double,11,21.91,0008-0549,4/26/2019 10:57:00 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.37,0008-0509,4/26/2019 10:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.77,0573,4/26/2019 10:53:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.6,0008-0486,4/26/2019 10:52:39 AM,
QA-Cooler3-5April,Dev Site,Double,22,22.02,80152,4/26/2019 10:29:07 AM,
QA-Cooler1-5April,Dev Site,Double,9,21.93,0008-0549,4/26/2019 10:27:00 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.37,0008-0509,4/26/2019 10:25:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.71,0573,4/26/2019 10:23:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.07,0008-0486,4/26/2019 10:22:40 AM,
QA-Cooler3-5April,Dev Site,Double,8,21.84,80152,4/26/2019 9:59:08 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.73,0008-0549,4/26/2019 9:57:01 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.84,0008-0509,4/26/2019 9:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.32,0573,4/26/2019 9:53:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.17,0008-0486,4/26/2019 9:52:40 AM,
QA-Cooler3-5April,Dev Site,Double,6,22.18,80152,4/26/2019 9:29:07 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/26/2019 9:27:00 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/26/2019 9:25:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.77,0573,4/26/2019 9:23:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.81,0008-0486,4/26/2019 9:22:40 AM,
QA-Cooler3-5April,Dev Site,Double,5,22.13,80152,4/26/2019 8:59:08 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0008-0549,4/26/2019 8:57:01 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.55,0008-0509,4/26/2019 8:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/26/2019 8:53:21 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.53,0008-0486,4/26/2019 8:52:40 AM,
QA-Cooler3-5April,Dev Site,Double,4,21.99,80152,4/26/2019 8:29:08 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.97,0008-0549,4/26/2019 8:27:01 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,4/26/2019 8:25:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0573,4/26/2019 8:23:20 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.68,0008-0486,4/26/2019 8:22:41 AM,
QA-Cooler3-5April,Dev Site,Double,2,22.06,80152,4/26/2019 7:59:08 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.97,0008-0549,4/26/2019 7:57:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.47,0008-0509,4/26/2019 7:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.68,0573,4/26/2019 7:53:21 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.19,0008-0486,4/26/2019 7:52:40 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.12,80152,4/26/2019 7:29:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.94,0008-0549,4/26/2019 7:27:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/26/2019 7:25:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.6,0573,4/26/2019 7:23:20 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.17,0008-0486,4/26/2019 7:22:40 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/26/2019 6:59:08 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.84,0008-0549,4/26/2019 6:57:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/26/2019 6:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.74,0573,4/26/2019 6:53:21 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.82,0008-0486,4/26/2019 6:52:40 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.93,80152,4/26/2019 6:29:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.86,0008-0549,4/26/2019 6:27:01 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/26/2019 6:25:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.71,0573,4/26/2019 6:23:21 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.58,0008-0486,4/26/2019 6:22:41 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.05,80152,4/26/2019 5:59:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.99,0008-0549,4/26/2019 5:57:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.37,0008-0509,4/26/2019 5:55:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/26/2019 5:53:21 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.61,0008-0486,4/26/2019 5:52:41 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/26/2019 5:29:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/26/2019 5:27:01 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,4/26/2019 5:25:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.7,0573,4/26/2019 5:23:21 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.12,0008-0486,4/26/2019 5:22:41 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/26/2019 4:59:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.96,0008-0549,4/26/2019 4:57:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/26/2019 4:55:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.65,0573,4/26/2019 4:53:22 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.11,0008-0486,4/26/2019 4:52:41 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/26/2019 4:29:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/26/2019 4:27:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,4/26/2019 4:25:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/26/2019 4:23:21 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.68,0008-0486,4/26/2019 4:22:41 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/26/2019 3:59:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/26/2019 3:57:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.48,0008-0509,4/26/2019 3:55:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.86,0573,4/26/2019 3:53:22 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.57,0008-0486,4/26/2019 3:52:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/26/2019 3:29:09 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/26/2019 3:27:03 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,4/26/2019 3:25:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.83,0573,4/26/2019 3:23:22 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/26/2019 3:22:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.2,80152,4/26/2019 2:59:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.05,0008-0549,4/26/2019 2:57:03 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.7,0008-0509,4/26/2019 2:55:32 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.72,0573,4/26/2019 2:53:22 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.29,0008-0486,4/26/2019 2:52:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.17,80152,4/26/2019 2:29:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.99,0008-0549,4/26/2019 2:27:02 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/26/2019 2:25:32 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.7,0573,4/26/2019 2:23:22 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0486,4/26/2019 2:22:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/26/2019 1:59:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.05,0008-0549,4/26/2019 1:57:03 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.69,0008-0509,4/26/2019 1:55:32 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.9,0573,4/26/2019 1:53:22 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.56,0008-0486,4/26/2019 1:52:42 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.58,0008-0486,4/26/2019 1:22:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.16,80152,4/26/2019 12:59:11 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.13,0008-0549,4/26/2019 12:57:04 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,4/26/2019 12:55:32 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.96,0573,4/26/2019 12:53:23 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.94,0008-0486,4/26/2019 12:52:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.27,80152,4/26/2019 12:29:10 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.11,0008-0549,4/26/2019 12:27:03 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/26/2019 12:25:32 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.77,0573,4/26/2019 12:23:22 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.2,0008-0486,4/26/2019 12:22:42 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/25/2019 11:59:10 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/25/2019 11:57:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.81,0008-0509,4/25/2019 11:55:32 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0573,4/25/2019 11:53:23 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.7,0008-0486,4/25/2019 11:52:42 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/25/2019 11:29:11 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/25/2019 11:27:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.43,0008-0509,4/25/2019 11:25:32 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/25/2019 11:23:23 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.57,0008-0486,4/25/2019 11:22:42 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.24,80152,4/25/2019 10:59:11 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.12,0008-0549,4/25/2019 10:57:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.39,0008-0509,4/25/2019 10:55:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.85,0573,4/25/2019 10:53:23 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.01,0008-0486,4/25/2019 10:52:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.24,80152,4/25/2019 10:29:11 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.08,0008-0549,4/25/2019 10:27:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.84,0008-0509,4/25/2019 10:25:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/25/2019 10:23:23 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.11,0008-0486,4/25/2019 10:22:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,4/25/2019 9:59:11 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.08,0008-0549,4/25/2019 9:57:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,4/25/2019 9:55:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.89,0573,4/25/2019 9:53:23 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.7,0008-0486,4/25/2019 9:52:42 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/25/2019 9:29:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.9,0008-0549,4/25/2019 9:27:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/25/2019 9:25:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.65,0573,4/25/2019 9:23:23 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.61,0008-0486,4/25/2019 9:22:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.11,80152,4/25/2019 8:59:11 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0008-0549,4/25/2019 8:57:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,4/25/2019 8:55:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.71,0573,4/25/2019 8:53:23 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.05,0008-0486,4/25/2019 8:52:43 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0573,4/25/2019 7:53:24 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.74,0008-0486,4/25/2019 7:52:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/25/2019 7:29:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/25/2019 7:27:05 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.48,0008-0509,4/25/2019 7:25:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.96,0573,4/25/2019 7:23:24 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.52,0008-0486,4/25/2019 7:22:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/25/2019 6:59:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.09,0008-0549,4/25/2019 6:57:05 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,4/25/2019 6:55:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.89,0573,4/25/2019 6:53:24 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.94,0008-0486,4/25/2019 6:52:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.11,80152,4/25/2019 6:29:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.96,0008-0549,4/25/2019 6:27:04 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.74,0008-0509,4/25/2019 6:25:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.56,0573,4/25/2019 6:23:24 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.23,0008-0486,4/25/2019 6:22:43 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/25/2019 5:59:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/25/2019 5:57:05 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/25/2019 5:55:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0573,4/25/2019 5:53:25 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.89,0008-0486,4/25/2019 5:52:45 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.9,80152,4/25/2019 5:29:12 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.84,0008-0549,4/25/2019 5:27:06 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,4/25/2019 5:25:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.63,0573,4/25/2019 5:23:25 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.5,0008-0486,4/25/2019 5:22:45 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/25/2019 4:59:13 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.12,0008-0549,4/25/2019 4:57:06 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.32,0008-0509,4/25/2019 4:55:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.95,0573,4/25/2019 4:53:25 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.6,0008-0486,4/25/2019 4:52:44 PM,
QA-Cooler3-5April,Dev Site,Double,1,22.12,80152,4/25/2019 4:29:13 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/25/2019 4:27:05 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/25/2019 4:25:34 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.63,0573,4/25/2019 4:23:26 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.08,0008-0486,4/25/2019 4:22:44 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.3,80152,4/25/2019 3:59:13 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.13,0008-0549,4/25/2019 3:57:06 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.93,0008-0509,4/25/2019 3:55:35 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.66,0573,4/25/2019 3:53:25 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0486,4/25/2019 3:52:44 PM,
QA-Cooler3-5April,Dev Site,Double,2,22.23,80152,4/25/2019 3:29:12 PM,
